WT13-B30-412	3.447808058701335E-4
WT21-B40-447	3.426366632105166E-4
WT23-B30-88	3.3921928818943594E-4
WT04-B29-48	3.3782629364901385E-4
WT13-B30-408	3.362149283373462E-4
WT18-B31-187	3.341024896102447E-4
WT08-B24-317	3.317685785067158E-4
WT07-B14-24	3.293785598569407E-4
WT11-B13-4	3.272006673011869E-4
WT12-B40-248	3.2716688992635694E-4
WT24-B33-59	3.258911392253266E-4
WT13-B25-82	3.2407839895652217E-4
WT18-B14-62	3.2318127647505354E-4
WT06-B39-355	3.224307850983904E-4
WT13-B16-460	3.201416289137077E-4
WT18-B14-68	3.185320525742212E-4
WT26-B25-680	3.175085994433547E-4
WT15-B01-16	3.174420512610941E-4
WT25-B31-56	3.17325860874635E-4
WT26-B22-336	3.1723071906914846E-4
WT23-B18-180	3.1711174319084184E-4
WT26-B25-679	3.158303650277828E-4
WT04-B33-221	3.1556349312394645E-4
WT04-B38-204	3.15318689737748E-4
WT25-B19-180	3.1394087314097854E-4
WT17-B29-70	3.1149733621621133E-4
WT17-B29-69	3.1149733621621133E-4
WT17-B29-66	3.1149733621621133E-4
WT27-B19-302	3.113240303884034E-4
WT17-B29-67	3.110678223604619E-4
WT17-B29-68	3.1051149060573927E-4
WT09-B28-263	3.0979667157972677E-4
WT24-B11-329	3.0940387225133836E-4
WT07-B14-20	3.0161151722781036E-4
WT05-B09-121	3.0118597727080045E-4
WT01-B11-115	3.011567337733329E-4
WT08-B02-134	3.0094845864545787E-4
WT04-B30-256	2.968228528125371E-4
WT18-B18-148	2.948824351989229E-4
WT13-B30-405	2.940268701069866E-4
WT07-B14-25	2.92355836351434E-4
WT18-B40-82	2.9108998412182095E-4
WT12-B40-235	2.9067809874895167E-4
WT13-B16-451	2.9059632943565444E-4
WT02-B03-141	2.8634363590065645E-4
WT08-B24-320	2.847910371682119E-4
WT10-B14-65	2.838492431325901E-4
WT27-B25-363	2.827333897669105E-4
WT15-B34-52	2.8250983511081965E-4
WT27-B28-200	2.8230427999894215E-4
WT04-B38-159	2.8134367330677316E-4
WT18-B38-25	2.805169132082399E-4
WT24-B26-381	2.790323593724644E-4
WT15-B34-57	2.7748168061543537E-4
WT19-B34-131	2.768254045020713E-4
WT12-B33-212	2.753408137807836E-4
WT15-B34-56	2.7403901264952505E-4
WT01-B01-33	2.7397334961779137E-4
WT25-B29-410	2.735114982926185E-4
WT27-B28-171	2.7336726833938343E-4
WT24-B02-93	2.721030569456273E-4
WT23-B27-41	2.7196239709278655E-4
WT15-B34-58	2.7114602602140367E-4
WT13-B34-124	2.685885340046997E-4
WT16-B27-21	2.678126178526921E-4
WT07-B11-415	2.6614702911401247E-4
WT02-B16-121	2.658517112556339E-4
WT02-B16-122	2.658517112556339E-4
WT24-B26-382	2.6554949692908416E-4
WT10-B39-186	2.651894391921783E-4
WT02-B29-125	2.616048401075278E-4
WT02-B29-124	2.616048401075278E-4
WT02-B29-123	2.616048401075278E-4
WT12-B17-36	2.6089890621297653E-4
WT02-B28-20	2.60007843197768E-4
WT02-B28-21	2.60007843197768E-4
WT02-B28-19	2.60007843197768E-4
WT13-B14-26	2.596908113546402E-4
WT13-B25-53	2.5860590034558365E-4
WT27-B27-452	2.5846425966113555E-4
WT17-B22-102	2.579107419832191E-4
WT27-B04-182	2.570335933572841E-4
WT11-B06-41	2.559554763621156E-4
WT07-B17-219	2.5215633017596623E-4
WT04-B38-150	2.5186394923343747E-4
WT18-B39-107	2.4841803624016525E-4
WT18-B24-215	2.4716446363628206E-4
WT14-B20-107	2.468147274400384E-4
WT13-B16-438	2.462703699699636E-4
WT27-B04-181	2.4388961003004756E-4
WT13-B16-461	2.4375693820463914E-4
WT07-B40-402	2.4331650232206902E-4
WT12-B24-131	2.4296154396453835E-4
WT24-B12-246	2.4280666843834147E-4
WT24-B28-186	2.4241884882504408E-4
WT24-B13-88	2.4164229956487654E-4
WT27-B29-141	2.4146562524999005E-4
WT20-B02-231	2.4049961700317642E-4
WT18-B38-24	2.3994649086791082E-4
WT19-B34-114	2.361531092675993E-4
WT07-B22-386	2.3484464435969904E-4
WT12-B12-11	2.3394860126823026E-4
WT12-B40-254	2.326511361657008E-4
WT07-B14-21	2.3219391065498456E-4
WT07-B02-55	2.3207070710986124E-4
WT06-B14-159	2.32054160910282E-4
WT02-B15-103	2.3161048732285472E-4
WT22-B07-427	2.3150818342828998E-4
WT14-B02-106	2.3123021647032343E-4
WT04-B35-13	2.311642027312875E-4
WT27-B25-361	2.3074569261819208E-4
WT22-B07-425	2.3055794207177247E-4
WT08-B09-307	2.3028488160578635E-4
WT14-B12-412	2.2795124592071774E-4
WT24-B18-75	2.2724848729519426E-4
WT05-B15-106	2.2462056968434394E-4
WT12-B17-270	2.2431879208180882E-4
WT08-B09-311	2.238916524035896E-4
WT13-B31-359	2.207815683472703E-4
WT11-B06-47	2.205811932254944E-4
WT10-B14-91	2.1899699253098327E-4
WT01-B01-261	2.1722225316673393E-4
WT24-B28-188	2.1648829666734242E-4
WT01-B01-252	2.1617374101672347E-4
WT02-B28-220	2.1566092327292643E-4
WT02-B28-217	2.1566092327292643E-4
WT02-B28-219	2.1566092327292643E-4
WT02-B28-218	2.1566092327292643E-4
WT23-B30-103	2.1531607096381692E-4
WT02-B28-267	2.1507767705796952E-4
WT02-B28-264	2.1507767705796952E-4
WT02-B28-266	2.1507767705796952E-4
WT02-B28-265	2.1507767705796952E-4
WT23-B30-98	2.1391976679420175E-4
WT25-B13-353	2.1251184769274038E-4
WT12-B30-421	2.1250216954313134E-4
WT26-B22-334	2.1192185658930882E-4
WT15-B34-80	2.1166598795966133E-4
WT08-B01-1	2.1048737036949138E-4
WT14-B25-212	2.0975413211763322E-4
WT15-B37-80	2.0972239648679112E-4
WT15-B34-82	2.091900455582718E-4
WT24-B23-99	2.090894390617857E-4
WT24-B28-187	2.0890003494762914E-4
WT24-B28-189	2.0890003494762914E-4
WT10-B35-224	2.0841986828392498E-4
WT15-B34-81	2.0822331999375104E-4
WT24-B04-120	2.0632984740747803E-4
WT18-B36-78	2.0558084367419465E-4
WT13-B06-280	2.052017868385383E-4
WT24-B28-190	2.0496240516515367E-4
WT23-B30-105	2.0470596069264256E-4
WT04-B18-119	2.0456404788490087E-4
WT10-B14-735	2.0418852243503198E-4
WT08-B31-104	2.0379501671037416E-4
WT15-B34-53	2.0362791901055874E-4
WT12-B17-255	2.025452550000698E-4
WT23-B18-107	2.0250023730566686E-4
WT10-B36-88	2.022752910963859E-4
WT27-B21-1	2.0115411178531141E-4
WT25-B13-334	2.0056471801488193E-4
WT02-B03-137	2.0056160360420355E-4
WT23-B20-268	2.005004915329237E-4
WT27-B25-360	1.9995180378790795E-4
WT08-B09-310	1.99567042884253E-4
WT17-B12-3	1.9929823538928328E-4
WT25-B01-250	1.985726270685439E-4
WT07-B02-9	1.9627502263030658E-4
WT27-B07-331	1.9542889549560439E-4
WT24-B02-91	1.9487690547530354E-4
WT22-B07-426	1.9286092786368708E-4
WT14-B13-292	1.9107502048969533E-4
WT12-B24-142	1.9103482246271547E-4
WT04-B29-34	1.891856727501602E-4
WT24-B09-109	1.888635212687018E-4
WT16-B27-59	1.8768312180987356E-4
WT24-B02-98	1.8692527980944515E-4
WT03-B24-155	1.8628773274277259E-4
WT12-B40-13	1.85571608015497E-4
WT07-B40-281	1.8524685510504064E-4
WT25-B13-354	1.8494502213394303E-4
WT07-B23-109	1.842064417516818E-4
WT10-B33-180	1.8201555376346528E-4
WT03-B23-47	1.8198002167538362E-4
WT22-B11-415	1.8183074888373452E-4
WT27-B19-54	1.8124871223197032E-4
WT23-B33-14	1.8056757412215476E-4
WT24-B26-3	1.8049804156019367E-4
WT21-B37-71	1.8022491673039858E-4
WT23-B14-56	1.7990711776403603E-4
WT23-B14-55	1.7990711776403603E-4
WT23-B14-53	1.7990711776403603E-4
WT23-B14-50	1.7990711776403603E-4
WT23-B14-51	1.7990711776403603E-4
WT25-B17-39	1.7915068152647657E-4
WT18-B26-434	1.788572240373747E-4
WT27-B34-206	1.7790731794155285E-4
WT02-B28-271	1.7695102505384196E-4
WT02-B28-270	1.7695102505384196E-4
WT02-B28-273	1.7695102505384196E-4
WT02-B28-272	1.7695102505384196E-4
WT23-B14-54	1.7684873674665567E-4
WT23-B14-52	1.7684873674665567E-4
WT07-B14-22	1.7665982539672326E-4
WT02-B28-224	1.7664579871679064E-4
WT02-B28-226	1.7664579871679064E-4
WT02-B28-225	1.7664579871679064E-4
WT02-B28-216	1.7664579871679064E-4
WT10-B17-351	1.7595899739544028E-4
WT07-B17-239	1.7586246470703912E-4
WT13-B27-94	1.7584430807606803E-4
WT27-B38-275	1.7545676432481722E-4
WT27-B38-273	1.7545676432481722E-4
WT17-B34-504	1.744445359756236E-4
WT17-B34-503	1.744445359756236E-4
WT17-B34-506	1.744445359756236E-4
WT17-B34-505	1.744445359756236E-4
WT17-B34-500	1.744445359756236E-4
WT17-B34-502	1.744445359756236E-4
WT17-B34-501	1.744445359756236E-4
WT17-B34-508	1.744445359756236E-4
WT17-B34-507	1.744445359756236E-4
WT17-B34-509	1.744445359756236E-4
WT17-B34-498	1.744445359756236E-4
WT17-B34-499	1.744445359756236E-4
WT22-B14-452	1.7436620768022067E-4
WT24-B08-146	1.7427659262097897E-4
WT23-B14-244	1.7374327577599744E-4
WT02-B21-184	1.725563557553021E-4
WT23-B29-120	1.725055827367776E-4
WT12-B40-12	1.7226058110870706E-4
WT12-B40-9	1.7226058110870703E-4
WT13-B15-101	1.7205012394698062E-4
WT07-B02-32	1.72015773701005E-4
WT23-B28-562	1.7175987020165537E-4
WT27-B20-291	1.715775803993526E-4
WT02-B23-167	1.7140731254791902E-4
WT12-B40-14	1.7103375819844398E-4
WT12-B40-3	1.6955783415580772E-4
WT01-B12-77	1.6948763513566735E-4
WT27-B20-174	1.694849375794248E-4
WT07-B40-166	1.68647130133398E-4
WT07-B40-167	1.68647130133398E-4
WT07-B40-168	1.68647130133398E-4
WT13-B39-334	1.6836476553745304E-4
WT13-B39-315	1.6834019591169952E-4
WT12-B40-11	1.6774836790644338E-4
WT13-B17-278	1.6759084023863985E-4
WT18-B38-182	1.6707589139105242E-4
WT11-B04-34	1.661827525909464E-4
WT13-B21-124	1.6594991838454976E-4
WT07-B19-144	1.6564544671750448E-4
WT14-B34-172	1.6557125356904466E-4
WT12-B39-315	1.6553884151488267E-4
WT10-B40-320	1.651950341374582E-4
WT12-B06-139	1.6505390522074997E-4
WT02-B23-166	1.6354922261959518E-4
WT27-B21-3	1.6252816160698772E-4
WT25-B04-649	1.6248216754122434E-4
WT25-B04-650	1.6205522467413287E-4
WT25-B05-34	1.6135175498475614E-4
WT25-B05-12	1.6135175498475614E-4
WT27-B18-381	1.6062845963827008E-4
WT08-B33-284	1.6023279543281164E-4
WT08-B24-243	1.6004338946630197E-4
WT23-B28-180	1.5996578939433763E-4
WT06-B38-10	1.5985318495811843E-4
WT13-B34-256	1.5943411155324425E-4
WT12-B40-10	1.5887195589752622E-4
WT18-B18-177	1.5878453544623138E-4
WT08-B07-159	1.586865076890021E-4
WT24-B11-274	1.5817600518566656E-4
WT18-B39-137	1.5752384819073996E-4
WT24-B18-182	1.5749165973982776E-4
WT24-B08-147	1.562966459857411E-4
WT23-B30-89	1.5610884884232314E-4
WT02-B16-103	1.5585489223026697E-4
WT24-B11-54	1.556948372821036E-4
WT25-B13-371	1.5520505959455092E-4
WT23-B32-191	1.5504745819386502E-4
WT27-B04-169	1.549945485381402E-4
WT24-B40-140	1.5499298171901848E-4
WT12-B40-241	1.5489705360557094E-4
WT14-B02-403	1.543085354021154E-4
WT24-B17-197	1.5422434592964775E-4
WT05-B11-312	1.5418868997078074E-4
WT19-B37-2	1.5367526722384297E-4
WT19-B36-96	1.5353736905515764E-4
WT23-B31-215	1.5332380619704068E-4
WT14-B15-37	1.5331954355116964E-4
WT04-B27-721	1.533176428268077E-4
WT02-B16-123	1.528649628395089E-4
WT24-B11-231	1.5284896029927028E-4
WT09-B34-124	1.528360084881426E-4
WT19-B37-1	1.5266428099965638E-4
WT12-B40-17	1.520471565875988E-4
WT10-B36-90	1.5194146856081987E-4
WT20-B39-186	1.511838849117462E-4
WT09-B28-83	1.5100461459875196E-4
WT22-B09-181	1.5069134812781027E-4
WT01-B06-32	1.5050716302863763E-4
WT10-B35-237	1.5013397860960337E-4
WT07-B40-97	1.4964850601748359E-4
WT23-B29-123	1.4947021665748624E-4
WT23-B28-576	1.4894747463444754E-4
WT11-B15-220	1.483571291733126E-4
WT08-B23-282	1.4811698064516097E-4
WT10-B38-105	1.477405001415245E-4
WT27-B38-272	1.476583952893371E-4
WT27-B38-271	1.476583952893371E-4
WT11-B02-151	1.4754773943604488E-4
WT27-B38-274	1.473497618782944E-4
WT23-B36-273	1.4623680689199498E-4
WT10-B38-108	1.4618855361334603E-4
WT10-B38-109	1.4618855361334603E-4
WT10-B38-110	1.4618855361334603E-4
WT21-B35-163	1.4610004362793858E-4
WT09-B34-220	1.460928015396902E-4
WT09-B34-229	1.460928015396902E-4
WT04-B22-262	1.4563155053429663E-4
WT18-B31-223	1.455027890122743E-4
WT10-B16-675	1.4542776876573946E-4
WT09-B33-104	1.4538469731997542E-4
WT16-B27-185	1.4529709577795638E-4
WT18-B14-70	1.449925777389921E-4
WT06-B31-160	1.4471347644179046E-4
WT16-B26-139	1.4405811331706894E-4
WT12-B24-140	1.4372656534372032E-4
WT24-B01-154	1.4351950463850318E-4
WT24-B01-155	1.4351950463850318E-4
WT24-B01-156	1.4351950463850318E-4
WT24-B08-157	1.434562927484952E-4
WT09-B33-103	1.4328503463778181E-4
WT02-B03-142	1.4292517429863178E-4
WT11-B16-269	1.4291152390089775E-4
WT11-B16-268	1.4291152390089775E-4
WT11-B16-270	1.4291152390089775E-4
WT19-B37-223	1.427220469196137E-4
WT27-B19-473	1.422938045484618E-4
WT14-B15-270	1.4218486886311276E-4
WT09-B34-230	1.4109758353093952E-4
WT04-B38-162	1.4068116783969413E-4
WT12-B31-228	1.4061963969593596E-4
WT12-B31-239	1.4061963969593596E-4
WT12-B31-243	1.4061963969593596E-4
WT12-B31-240	1.4061963969593596E-4
WT24-B08-158	1.4046947419869604E-4
WT12-B31-225	1.403634739756811E-4
WT12-B31-241	1.4015000254213538E-4
WT27-B19-320	1.4004917774871522E-4
WT12-B31-242	1.3987682850764486E-4
WT13-B18-188	1.3958136903949843E-4
WT20-B40-44	1.3950528062717417E-4
WT10-B32-84	1.3947351738728345E-4
WT22-B38-424	1.3866756944084325E-4
WT10-B31-580	1.3811011936294267E-4
WT10-B31-581	1.3811011936294267E-4
WT10-B31-582	1.3811011936294267E-4
WT13-B37-273	1.3803450530546169E-4
WT27-B08-132	1.3774410076077394E-4
WT27-B27-28	1.3714328450764525E-4
WT07-B22-391	1.3677327101028407E-4
WT22-B09-35	1.3639071018959554E-4
WT22-B10-164	1.3500157910786246E-4
WT25-B13-303	1.3483032102247928E-4
WT16-B25-152	1.3460115325475777E-4
WT03-B21-27	1.3434140826479595E-4
WT03-B17-89	1.342815418118876E-4
WT21-B36-136	1.3414506051240494E-4
WT08-B01-172	1.338466250654093E-4
WT25-B13-355	1.3371228792345558E-4
WT25-B13-352	1.3371228792345553E-4
WT07-B02-14	1.33494099287151E-4
WT04-B18-199	1.3334298462669498E-4
WT25-B11-86	1.3310174031771628E-4
WT25-B11-85	1.3310174031771628E-4
WT25-B11-84	1.3310174031771628E-4
WT25-B11-83	1.3310174031771628E-4
WT25-B11-82	1.3310174031771628E-4
WT21-B36-140	1.328642319111306E-4
WT21-B36-141	1.328642319111306E-4
WT21-B36-142	1.328642319111306E-4
WT21-B36-143	1.328642319111306E-4
WT21-B36-137	1.328642319111306E-4
WT21-B36-138	1.328642319111306E-4
WT21-B36-139	1.328642319111306E-4
WT08-B26-265	1.3251805882129005E-4
WT04-B14-128	1.324186276765721E-4
WT18-B14-67	1.3239978848648685E-4
WT14-B03-224	1.3221610357516854E-4
WT08-B01-106	1.3207307256061398E-4
WT22-B13-79	1.3170885682346973E-4
WT27-B08-97	1.3167549206056887E-4
WT13-B14-28	1.3101353032976372E-4
WT24-B02-94	1.309639774301816E-4
WT13-B39-29	1.3082721492683208E-4
WT07-B40-170	1.3069034901144402E-4
WT14-B02-245	1.3055654374697408E-4
WT09-B37-199	1.3054760176969422E-4
WT10-B38-127	1.3049183919217985E-4
WT25-B30-216	1.3027403642205872E-4
WT02-B08-193	1.3016089340291107E-4
WT25-B05-10	1.2990550214515273E-4
